location,size,total_sqft,bath,price,price_per_sqft
other,4 BHK,3000,5,260,8666
Brookefield,4 Bedroom,2440,5,425,17418
Vidyaranyapura,2 BHK,1200,2,55,4583
Thanisandra,2 BHK,1075,2,45.8,4260
Kaggadasapura,2 BHK,1140,2,40,3508
Margondanahalli,5 Bedroom,940,4,150,15957
other,6 Bedroom,2160,5,250,11574
Raja Rajeshwari Nagar,2 BHK,1090,2,42,3853
R.T. Nagar,4 Bedroom,1500,4,70,4666
Whitefield,4 BHK,4104,4,360,8771
Whitefield,3 BHK,1790,3,100,5586
Hebbal,3 BHK,1920,3,134,6979
HRBR Layout,2 BHK,1374,2,95,6914
Bannerghatta Road,3 BHK,1445,3,95,6574
Kanakapura,1 BHK,711,1,36,5063
Tumkur Road,3 BHK,1500,3,95,6333
Whitefield,3 BHK,1720,3,100,5813
Vasanthapura,3 BHK,1400,3,60,4285
Kundalahalli,2 BHK,1030,2,49,4757
Mysore Road,2 BHK,1200,2,85,7083
other,3 BHK,1375,3,70,5090
Hegde Nagar,2 Bedroom,1050,1,56,5333
Jalahalli,3 BHK,2250,3,160,7111
Bellandur,2 BHK,1000,2,50,5000
other,1 BHK,469,1,25,5330
Marathahalli,4 BHK,3800,4,250,6578
Kambipura,2 BHK,883,2,29,3284
GM Palaya,3 BHK,1820,2,86,4725
Singasandra,3 BHK,1440,2,65,4513
other,6 BHK,3600,4,160,4444
Malleshwaram,4 BHK,2500,5,325,13000
Mahadevpura,2 BHK,1225,2,48,3918
other,3 Bedroom,4000,3,660,16500
Chikkalasandra,2 BHK,875,2,52.8,6034
Jalahalli East,1 BHK,750,1,40,5333
6th Phase JP Nagar,2 BHK,1180,2,80,6779
Haralur Road,2 BHK,1194,2,47,3936
Hennur Road,3 BHK,1500,2,62,4133
other,2 BHK,1160,2,52.2,4500
Hosakerehalli,3 BHK,2378,3,262,11017
Sarjapur,2 BHK,1128,2,60,5319
Hebbal,3 BHK,1500,3,150,10000
other,3 BHK,1220,2,35.23,2887
Sarjapur  Road,2 BHK,1210,2,58,4793
Kanakpura Road,3 BHK,1100,2,58,5272
Bommasandra,3 BHK,1200,3,46,3833
Haralur Road,4 BHK,3385,5,260,7680
other,3 BHK,1641,3,66,4021
Horamavu Agara,2 BHK,1200,2,45,3750
Raja Rajeshwari Nagar,2 BHK,1260,2,67.39,5348
Mahadevpura,3 BHK,1720,3,78,4534
Yelahanka,2 BHK,1132.5,2,48.13,4249
Yelahanka,2 BHK,1210,2,45.98,3800
Indira Nagar,4 Bedroom,2200,4,200,9090
Bisuvanahalli,3 BHK,1075,2,45,4186
Thanisandra,3 BHK,1702,3,130,7638
other,2 BHK,1630,2,200,12269
Raja Rajeshwari Nagar,2 BHK,1141,2,38.55,3378
other,3 BHK,2072,3,108,5212
other,3 Bedroom,1200,2,70,5833
other,3 BHK,1350,3,77,5703
other,4 Bedroom,4046,4,445,10998
other,3 BHK,1180,2,78.34,6638
Yelahanka,3 BHK,35000,3,130,371
other,2 BHK,1355,2,115,8487
other,1 Bedroom,600,1,50,8333
Hormavu,7 Bedroom,1200,7,150,12500
Bannerghatta Road,3 BHK,1640,2,120,7317
other,5 Bedroom,1200,5,100,8333
Kodichikkanahalli,3 BHK,1190,2,57,4789
OMBR Layout,4 Bedroom,2400,4,375,15625
Marathahalli,2 BHK,1019,2,49.85,4892
other,3 BHK,1875,3,165,8800
Akshaya Nagar,3 BHK,1250,3,40,3200
Brookefield,3 Bedroom,1200,3,140,11666
Whitefield,2 BHK,1140,2,56,4912
Lingadheeranahalli,3 BHK,1683,3,109,6476
Kaggadasapura,3 BHK,1515,3,83.3,5498
Hoodi,4 BHK,2118,4,111,5240
Bannerghatta Road,4 Bedroom,1380,3,58,4202
Varthur Road,2 BHK,1083,2,61.75,5701
other,2 Bedroom,600,2,55,9166
other,3 BHK,2300,3,120,5217
other,2 BHK,1240,2,60,4838
other,3 BHK,1750,3,120,6857
other,2 BHK,1230,2,43.48,3534
Anjanapura,3 Bedroom,1500,3,139,9266
Abbigere,2 BHK,985,2,40.39,4100
Tindlu,3 Bedroom,1500,2,87,5800
Electronic City,2 BHK,1125,2,32.49,2888
other,2 BHK,950,2,44,4631
Kothanur,3 BHK,1580,3,76,4810
other,3 Bedroom,1092,2,98.5,9020
Electronic City Phase II,2 BHK,1090,2,28.34,2600
Hennur Road,3 Bedroom,2264,3,159,7022
Dommasandra,3 BHK,1033,2,25.53,2471
Kammasandra,2 BHK,810,2,24.5,3024
other,2 BHK,1045,2,45,4306
Hebbal,2 BHK,1337,2,82,6133
Chandapura,2 BHK,1200,2,32,2666
Koramangala,3 BHK,1580,3,160,10126
Begur Road,3 BHK,1500,2,54,3600
Whitefield,3 BHK,1640,4,91,5548
other,3 BHK,1570,3,62,3949
Gubbalala,3 BHK,1470,2,82,5578
Kengeri,2 BHK,1160,2,40.61,3500
7th Phase JP Nagar,2 BHK,1050,2,71,6761
other,3 BHK,1855,3,225,12129
Bannerghatta Road,3 BHK,1460,2,90,6164
Hulimavu,3 BHK,1823,3,100,5485
Electronic City,2 BHK,1094,2,42,3839
Budigere,2 BHK,1153,2,57,4943
other,3 BHK,1325,3,57,4301
Parappana Agrahara,4 Bedroom,1200,3,85,7083
Jakkur,3 BHK,1590,2,125,7861
other,5 Bedroom,1210,4,160,13223
Raja Rajeshwari Nagar,4 Bedroom,1200,4,220,18333
other,2 BHK,1202,2,48,3993
Haralur Road,2 BHK,1202,2,53,4409
other,2 BHK,1200,2,62.5,5208
Panathur,3 BHK,1688,3,118,6990
Kaval Byrasandra,2 BHK,1020,2,52,5098
Sarjapur,2 BHK,1185,2,47,3966
Ramagondanahalli,2 BHK,1235,2,52.04,4213
Hosakerehalli,4 BHK,3205,5,500,15600
Banashankari,2 BHK,1077,2,37.64,3494
Kengeri Satellite Town,3 BHK,1415,2,66,4664
EPIP Zone,3 BHK,2330,3,162,6952
Whitefield,2 BHK,805,2,35,4347
other,1 BHK,425,1,20.03,4712
Whitefield,2 BHK,1155,2,59.95,5190
Cunningham Road,4 BHK,5270,4,1250,23719
Anekal,2 BHK,656,2,22,3353
other,2 BHK,1100,2,48,4363
Mahadevpura,2 BHK,1150,2,52,4521
other,1 Bedroom,600,1,60,10000
other,2 BHK,1468,2,140,9536
other,4 Bedroom,4300,5,550,12790
Whitefield,3 BHK,2280,4,126,5526
Hegde Nagar,2 BHK,1341,2,97,7233
Jakkur,2 BHK,1279,2,77,6020
Electronic City Phase II,4 BHK,2225,4,98.88,4444
Thanisandra,2 BHK,1185,2,43.51,3671
other,3 BHK,1750,3,85,4857
Kudlu,2 BHK,1152,2,53.5,4644
other,5 Bedroom,1000,4,160,16000
Hulimavu,2 BHK,1300,2,36,2769
Varthur Road,4 Bedroom,2760,4,155,5615
5th Phase JP Nagar,2 BHK,1070,2,39,3644
Uttarahalli,2 BHK,1101,2,45,4087
other,2 BHK,775,2,55,7096
Yeshwanthpur,1 BHK,667,1,36.85,5524
Electronic City,2 BHK,1070,2,55,5140
Old Airport Road,3 BHK,1875,2,110,5866
Kundalahalli,2 BHK,735,2,57.99,7889
Sarjapur,5 Bedroom,4360,4,90,2064
Koramangala,3 BHK,1750,3,130,7428
Marathahalli,2 BHK,1215,2,67,5514
other,9 Bedroom,600,9,190,31666
Vishwapriya Layout,2 BHK,820,2,30,3658
Banashankari Stage VI,2 BHK,1177.5,2,59.935,5090
Battarahalli,3 BHK,1779,3,89.61,5037
other,2 BHK,1105,2,58,5248
Whitefield,3 BHK,1650,3,60,3636
Jalahalli,2 BHK,1694,2,150,8854
Hosakerehalli,3 BHK,2376,3,203,8543
Cox Town,3 BHK,1975,3,150,7594
Kammasandra,2 BHK,674,2,33,4896
Kaggadasapura,2 BHK,1185,2,41,3459
Thanisandra,1 RK,445,1,28,6292
other,6 Bedroom,900,7,76,8444
HSR Layout,3 BHK,1475,3,75,5084
Gottigere,3 BHK,1618,3,82.5,5098
Koramangala,2 BHK,1120,2,65,5803
Marathahalli,4 BHK,2181,3,152,6969
Vidyaranyapura,4 Bedroom,1200,4,90,7500
other,6 Bedroom,600,4,65,10833
Bannerghatta Road,3 BHK,1556,2,59.13,3800
Bannerghatta Road,2 BHK,1179,2,66.02,5599
Thanisandra,2 BHK,1296,2,83,6404
Kaggadasapura,2 BHK,1275,2,52,4078
other,7 Bedroom,1875,2,300,16000
Kathriguppe,3 BHK,1400,2,77,5500
Gottigere,2 BHK,1222,2,63,5155
Electronic City,2 BHK,940,2,41,4361
Thanisandra,2 BHK,1185,2,42.6,3594
Tumkur Road,3 BHK,1779,3,112,6295
Begur Road,3 BHK,1615,3,59.76,3700
Haralur Road,2 BHK,1056,2,61,5776
7th Phase JP Nagar,2 BHK,1100,2,46,4181
Arekere,2 BHK,920,2,40,4347
other,3 BHK,1602,2,75,4681
Padmanabhanagar,2 BHK,1176,2,62,5272
HBR Layout,4 Bedroom,675,3,59,8740
other,3 BHK,1352,3,135,9985
Kasavanhalli,3 BHK,1717,3,99,5765
other,4 Bedroom,10961,4,80,729
Bhoganhalli,4 BHK,2119,4,111,5238
Vittasandra,2 BHK,1246,2,67.3,5401
Anandapura,2 BHK,1141,2,42.79,3750
Hennur Road,2 BHK,1157,2,84,7260
Chandapura,2 BHK,1025,2,27.68,2700
Yelahanka New Town,1 BHK,650,1,33,5076
Hebbal,2 BHK,1349,2,98,7264
Narayanapura,3 BHK,1566,3,83.3,5319
Sahakara Nagar,4 BHK,2830,3,195,6890
Electronic City,3 BHK,1320,2,38.13,2888
other,3 BHK,1780,3,84.83,4765
Varthur,2 BHK,1091,2,34.9,3198
Rachenahalli,4 BHK,3670,4,300,8174
7th Phase JP Nagar,2 BHK,918,2,50.49,5500
Yeshwanthpur,4 BHK,1950,4,130,6666
Panathur,3 BHK,1695,3,90,5309
Yelahanka,3 BHK,1705,3,95,5571
Kalyan nagar,3 BHK,1375,3,75,5454
Kanakpura Road,1 BHK,525,1,30,5714
Whitefield,2 BHK,1447,2,83,5736
Thanisandra,2 BHK,1114,2,39,3500
7th Phase JP Nagar,3 BHK,1450,2,100,6896
other,2 BHK,460,1,15,3260
Vasanthapura,2 BHK,1022,2,40,3913
Hebbal,2 BHK,1000,2,45,4500
Electronic City,2 BHK,1128,2,68.75,6094
Kanakpura Road,2 BHK,1180,2,57,4830
TC Palaya,6 Bedroom,1000,6,69,6900
Nagarbhavi,2 Bedroom,1200,2,150,12500
other,3 BHK,3761,3,660,17548
Kanakpura Road,2 BHK,1339,2,75,5601
Yelachenahalli,3 BHK,1400,2,55,3928
7th Phase JP Nagar,2 BHK,1040,2,39.52,3800
Kadugodi,2 BHK,1198,2,58,4841
other,4 Bedroom,1200,3,95,7916
Sarjapur  Road,3 BHK,1691,3,113,6682
Bisuvanahalli,3 BHK,1075,3,36,3348
1st Block Jayanagar,3 BHK,1630,3,194,11901
8th Phase JP Nagar,3 BHK,1240,3,43.5,3508
Bannerghatta Road,2 BHK,1122.5,2,58.935,5250
Mallasandra,3 BHK,1665,3,86.58,5200
Marathahalli,3 BHK,2489,3,94,3776
Brookefield,2 BHK,1142,2,70,6129
other,3 BHK,1976,3,184,9311
other,4 Bedroom,5500,4,600,10909
Kothannur,3 BHK,1853,3,82,4425
Vijayanagar,8 Bedroom,600,4,72,12000
Kasturi Nagar,2 BHK,1567,2,92,5871
Talaghattapura,2 BHK,1090,2,27.24,2499
Raja Rajeshwari Nagar,6 Bedroom,1200,4,125,10416
other,4 Bedroom,2400,4,640,26666
Electronics City Phase 1,2 BHK,1175,2,51.47,4380
Subramanyapura,2 BHK,1200,2,52,4333
Kodichikkanahalli,2 BHK,995,2,41,4120
Magadi Road,2 BHK,884,2,41.1,4649
other,5 Bedroom,900,3,80,8888
Yeshwanthpur,2 BHK,1170,2,57,4871
KR Puram,2 BHK,1225,2,46.55,3800
Electronic City,2 BHK,1342,2,73.3,5461
Uttarahalli,2 BHK,1345,2,67,4981
Kodigehaali,3 BHK,1320,3,65,4924
Raja Rajeshwari Nagar,2 BHK,1140,2,49.39,4332
Battarahalli,2 BHK,1300,2,50,3846
Hosa Road,3 BHK,1652,3,85,5145
Thigalarapalya,3 BHK,2072,4,142,6853
Arekere,3 BHK,1740,2,95,5459
Electronic City,3 BHK,1360,2,71,5220
Hosur Road,3 BHK,1145,2,60,5240
Uttarahalli,3 BHK,1540,2,40,2597
Sarjapur  Road,2 BHK,1278,2,95,7433
Electronic City Phase II,1 BHK,630,1,40,6349
Kanakpura Road,3 BHK,1100,3,58,5272
other,3 Bedroom,1200,3,95,7916
other,7 Bedroom,2500,6,115,4600
Chandapura,1 BHK,582.5,1,15.135,2598
Chandapura,2 BHK,1015,2,25.88,2549
Hosur Road,5 Bedroom,3300,5,240,7272
Basaveshwara Nagar,5 Bedroom,4500,5,415,9222
Gunjur,3 BHK,1356,2,66,4867
other,2 BHK,823,2,28,3402
TC Palaya,3 Bedroom,1200,2,66,5500
Ramamurthy Nagar,2 BHK,1050,2,37,3523
other,2 BHK,1180,2,69,5847
Whitefield,2 BHK,1116,2,51.91,4651
7th Phase JP Nagar,2 BHK,1070,2,42.79,3999
Varthur,2 BHK,1385,2,80,5776
Varthur,1 Bedroom,1000,1,70,7000
Whitefield,3 BHK,1897,3,130,6852
Magadi Road,2 BHK,1005,2,55.78,5550
Green Glen Layout,3 BHK,1575,3,125,7936
Subramanyapura,2 BHK,975,2,65,6666
Hennur Road,3 BHK,1904,3,120,6302
Kengeri Satellite Town,1 BHK,930,1,30,3225
Kanakpura Road,1 BHK,525,1,26,4952
other,1 BHK,686,1,17,2478
Electronic City Phase II,2 Bedroom,2400,3,150,6250
other,2 Bedroom,1410,1,233,16524
Sarjapur  Road,3 Bedroom,2238,3,140,6255
Harlur,2 BHK,1174,2,69,5877
Thubarahalli,4 Bedroom,3800,4,239,6289
Whitefield,3 BHK,2225,2,125,5617
other,2 BHK,1250,2,200,16000
Jigani,2 BHK,918,2,52,5664
Mahadevpura,2 BHK,1250,2,52,4160
Sarjapur  Road,3 BHK,1800,3,110,6111
Marathahalli,2 BHK,1170,2,53,4529
other,1 BHK,1300,1,200,15384
Bannerghatta Road,2 BHK,793,2,45,5674
Jakkur,3 BHK,1710,3,107,6257
Kambipura,3 BHK,1082,2,57.5,5314
other,2 BHK,1001,2,33.03,3299
other,4 Bedroom,1500,4,180,12000
Yelahanka,3 BHK,1590,2,54,3396
other,3 BHK,2400,2,80,3333
Horamavu Banaswadi,3 BHK,1554,3,55,3539
Thanisandra,2 BHK,1142.5,2,43.415,3800
Bellandur,5 BHK,4239,5,423,9978
Konanakunte,2 Bedroom,884,1,58,6561
Hosa Road,2 BHK,1045,2,98.89,9463
Marathahalli,2 BHK,1019,2,49.86,4893
Ambedkar Nagar,3 BHK,1935,4,130,6718
Uttarahalli,3 BHK,1135,2,39.73,3500
Lakshminarayana Pura,3 BHK,1680,3,150,8928
Hebbal,4 BHK,2470,5,247,10000
1st Phase JP Nagar,4 BHK,2825,4,250,8849
Hosakerehalli,3 BHK,2480,3,330,13306
5th Phase JP Nagar,9 Bedroom,1260,11,290,23015
Ramamurthy Nagar,5 Bedroom,1800,4,187,10388
Kasavanhalli,3 BHK,1799,3,90,5002
Attibele,1 BHK,400,1,11,2750
Kundalahalli,2 BHK,1047,2,82,7831
other,2 BHK,1282,2,87,6786
NGR Layout,2 BHK,1020,2,45.9,4500
Kammanahalli,4 Bedroom,1080,3,155,14351
Whitefield,2 BHK,1495,2,79.5,5317
Kasavanhalli,4 Bedroom,3260,4,240,7361
other,3 BHK,1611,2,64.44,4000
Koramangala,4 BHK,3500,5,425,12142
other,3 Bedroom,1500,2,95,6333
Sahakara Nagar,3 BHK,1500,2,95,6333
Yelahanka,4 Bedroom,3206,5,270,8421
Uttarahalli,3 BHK,1540,3,50,3246
Hosa Road,3 BHK,1639,3,80,4881
Marathahalli,4 Bedroom,700,4,72,10285
Raja Rajeshwari Nagar,2 BHK,1303,2,55.79,4281
Koramangala,2 BHK,1005,1,110,10945
Kammasandra,1 BHK,657.5,1,18.41,2800
Chandapura,3 BHK,1305,3,33.28,2550
Kothannur,3 Bedroom,600,4,95,15833
other,2 BHK,1300,1,115,8846
Brookefield,3 BHK,1440,2,68,4722
Seegehalli,2 BHK,901,2,35.14,3900
Rajaji Nagar,3 BHK,1725,3,200,11594
Sarjapur,3 BHK,900,2,42,4666
BEML Layout,2 BHK,1060,2,55,5188
NGR Layout,2 BHK,1020,2,48.45,4750
Varthur,3 BHK,1535,3,65.99,4299
other,1 BHK,530,1,20,3773
Haralur Road,3 BHK,1464,3,56,3825
other,2 BHK,1350,2,80,5925
Sarjapur  Road,2 BHK,1115,2,50,4484
Uttarahalli,2 BHK,1175,2,47,4000
Whitefield,2 BHK,1113,2,62,5570
Uttarahalli,6 Bedroom,1200,4,225,18750
Ramamurthy Nagar,5 Bedroom,1640,4,240,14634
Giri Nagar,2 BHK,650,2,42,6461
Marathahalli,2 BHK,1325,2,71.55,5400
Electronics City Phase 1,2 BHK,950,2,31,3263
Jakkur,3 BHK,1396,2,86.51,6196
Rachenahalli,2 BHK,1050,2,52.07,4959
Thanisandra,3 BHK,1825,3,100,5479
7th Phase JP Nagar,2 BHK,1190,2,49.98,4200
Marathahalli,2 BHK,1220,2,56.5,4631
NRI Layout,3 BHK,1565,2,75,4792
Hennur Road,3 BHK,1891,3,109,5764
other,2 BHK,900,2,27,3000
Hosa Road,2 BHK,1161,2,55.15,4750
Sarjapur,1 BHK,649.5,1,17.535,2699
other,8 Bedroom,2400,6,125,5208
Rajaji Nagar,4 Bedroom,315,4,90,28571
Yeshwanthpur,1 BHK,665,1,36.85,5541
Mysore Road,2 BHK,1175,2,73.5,6255
Hoodi,2 BHK,1425,2,80,5614
Chikkabanavar,1 Bedroom,1200,1,20,1666
ITPL,3 Bedroom,1200,3,56.12,4676
Somasundara Palya,2 BHK,1255,2,67,5338
Hegde Nagar,3 BHK,2112.95,4,145,6862
Raja Rajeshwari Nagar,1 BHK,600,1,22,3666
Haralur Road,3 BHK,1810,3,100,5524
Indira Nagar,2 BHK,1200,2,93,7750
Harlur,2 BHK,1033,2,49,4743
ITPL,3 BHK,1548,3,89.5,5781
Horamavu Banaswadi,3 BHK,1611,3,66,4096
Electronic City Phase II,3 BHK,1400,2,40.43,2887
Vidyaranyapura,3 BHK,1485,2,67,4511
Margondanahalli,2 Bedroom,2400,2,82,3416
Pattandur Agrahara,2 BHK,1025,2,44.5,4341
other,4 Bedroom,600,3,65,10833
other,2 BHK,1225,2,53,4326
5th Phase JP Nagar,2 BHK,1256,2,62.8,5000
Whitefield,4 BHK,2268,3,163,7186
Kanakpura Road,3 BHK,1100,3,53,4818
other,2 BHK,1141,2,62,5433
Attibele,1 BHK,400,1,12,3000
Chandapura,2 Bedroom,1400,2,60,4285
other,7 BHK,4100,7,140,3414
other,1 BHK,15,1,30,200000
other,2 BHK,1175,2,48.27,4108
Sahakara Nagar,2 BHK,1100,2,56,5090
Kanakpura Road,3 BHK,1843,3,95.84,5200
1st Phase JP Nagar,8 Bedroom,1200,7,240,20000
Horamavu Banaswadi,2 BHK,1460,2,80.5,5513
Rachenahalli,3 BHK,1530,2,74.5,4869
HSR Layout,2 BHK,1467,2,55,3749
other,1 BHK,950,1,40,4210
Vittasandra,2 BHK,1246,2,64.5,5176
Kanakapura,1 BHK,711,1,38,5344
Haralur Road,2 BHK,1194,2,46,3852
Babusapalaya,3 BHK,1358,2,43.4,3195
Nagasandra,6 Bedroom,1500,5,130,8666
Hoodi,2 BHK,1420,2,75,5281
Kathriguppe,3 BHK,1250,2,68.75,5500
Akshaya Nagar,2 BHK,1280,2,58,4531
other,2 BHK,1209,2,50,4135
other,5 Bedroom,4200,5,225,5357
other,4 Bedroom,1215,4,205,16872
Panathur,3 BHK,1315,2,54.8,4167
other,3 BHK,1800,3,90,5000
other,5 Bedroom,1600,4,125,7812
TC Palaya,3 BHK,1600,2,65,4062
other,6 Bedroom,3968,5,900,22681
other,3 BHK,1563,3,52,3326
Whitefield,3 BHK,1560,2,72,4615
Brookefield,3 BHK,2169,4,115,5301
other,9 Bedroom,900,10,170,18888
Rachenahalli,2 BHK,1050,2,55.5,5285
Iblur Village,3 BHK,3235,3,235,7264
TC Palaya,3 Bedroom,1200,3,66,5500
HSR Layout,2 BHK,1140,2,46,4035
7th Phase JP Nagar,3 Bedroom,1500,3,170,11333
Horamavu Agara,3 BHK,1560,3,75,4807
JP Nagar,2 BHK,1100,2,70,6363
Kasavanhalli,3 BHK,1260,2,40.32,3200
Hebbal,2 BHK,1036,2,50,4826
Akshaya Nagar,3 BHK,1662,3,85.1,5120
Yelachenahalli,3 BHK,1464,2,105,7172
Yelahanka,2 BHK,1234,2,80,6482
Sarjapur  Road,3 BHK,1403,3,55,3920
other,4 Bedroom,915,4,54.9,6000
2nd Stage Nagarbhavi,6 Bedroom,3000,8,451,15033
Seegehalli,3 BHK,1150,2,42.9,3730
Hebbal,4 BHK,3900,4,410,10512
Yeshwanthpur,5 Bedroom,850,4,90,10588
Kanakapura,2 BHK,929,2,46,4951
2nd Stage Nagarbhavi,6 Bedroom,2400,8,450,18750
TC Palaya,3 Bedroom,1350,2,75,5555
Vasanthapura,2 BHK,1135,2,39.73,3500
other,2 BHK,1405,2,70,4982
Whitefield,2 Bedroom,1200,2,45.84,3820
Haralur Road,4 BHK,2805,4,154,5490
Yeshwanthpur,2 BHK,1161,2,64.08,5519
Kanakpura Road,2 BHK,1290,2,74,5736
Yeshwanthpur,3 BHK,2557,3,141,5514
other,3 BHK,1480,3,90,6081
other,9 Bedroom,3300,14,500,15151
Old Madras Road,3 BHK,1350,3,54.54,4040
Kadugodi,3 BHK,1580,2,65,4113
Banashankari,3 BHK,1470,2,88.64,6029
Ananth Nagar,1 BHK,500,1,14,2800
Sarjapur  Road,2 BHK,1346,2,61.92,4600
other,3 BHK,1600,3,90,5625
other,2 BHK,720,2,120,16666
other,4 Bedroom,1200,4,135,11250
other,2 BHK,1200,2,35,2916
Channasandra,3 BHK,1340,2,48.33,3606
Devanahalli,4 Bedroom,6136,4,560,9126
Jigani,2 BHK,918,2,48,5228
other,3 Bedroom,1500,3,115,7666
Yelahanka,2 BHK,1315,2,85,6463
other,4 Bedroom,2400,5,775,32291
Uttarahalli,3 BHK,1390,2,62.55,4500
Uttarahalli,3 BHK,1330,2,56,4210
Jalahalli,5 BHK,3100,4,265,8548
other,3 BHK,1824,3,125,6853
7th Phase JP Nagar,3 BHK,1420,2,96,6760
other,1 Bedroom,750,1,56.25,7500
Jalahalli East,3 BHK,1260,2,60,4761
Hennur Road,3 BHK,1561,3,95,6085
5th Phase JP Nagar,9 Bedroom,812,6,165,20320
other,2 BHK,1060,2,42,3962
Hoodi,8 Bedroom,1120,8,145,12946
Haralur Road,2 BHK,1225,2,67.38,5500
Thanisandra,3 BHK,2144,3,135,6296
Kengeri,7 Bedroom,1200,6,140,11666
Electronic City,2 BHK,880,2,29,3295
Hoodi,3 BHK,1639,3,110,6711
Thanisandra,3 BHK,1240,2,62,5000
Kanakpura Road,2 BHK,1500,2,69,4600
Haralur Road,2 BHK,1243,2,46,3700
Marathahalli,3 BHK,1575,3,78,4952
Haralur Road,2 BHK,1027,2,44,4284
Kambipura,3 BHK,1082,2,56,5175
Konanakunte,3 BHK,1637,3,73,4459
Kanakpura Road,3 BHK,1665,3,86.58,5200
Electronic City,2 BHK,1265,2,56.93,4500
Electronic City,3 BHK,1691,2,102,6031
Thanisandra,2 BHK,1100,2,38,3454
other,5 Bedroom,24,2,150,625000
other,3 Bedroom,1500,3,62,4133
Hosakerehalli,4 BHK,3205,5,380,11856
Kammanahalli,5 Bedroom,1666,4,150,9003
Choodasandra,2 BHK,1115,2,50,4484
Mysore Road,2 BHK,1070,2,45,4205
Indira Nagar,2 BHK,1128,2,105,9308
Budigere,2 BHK,1162,2,57,4905
other,2 BHK,1339,2,55,4107
Mahadevpura,2 BHK,1192,2,75,6291
Haralur Road,3 BHK,1920,3,115,5989
Hennur,2 BHK,1255,2,52.32,4168
Rajaji Nagar,2 BHK,1357,2,115,8474
other,3 BHK,1600,3,75,4687
other,2 BHK,1225,2,55.11,4498
Whitefield,4 Bedroom,2400,4,200,8333
Kasturi Nagar,3 BHK,1570,3,80,5095
Thanisandra,2 BHK,1093,2,70,6404
Basaveshwara Nagar,3 BHK,1865,3,145,7774
R.T. Nagar,6 Bedroom,1200,7,165,13750
Kaikondrahalli,2 BHK,1039,2,80,7699
Vittasandra,2 BHK,1246,2,64.5,5176
Whitefield,3 BHK,1985,3,75,3778
Hosakerehalli,3 BHK,1590,3,49,3081
other,4 Bedroom,4000,4,675,16875
Electronic City Phase II,2 BHK,775,2,38,4903
other,2 BHK,1000,2,50,5000
Hebbal Kempapura,3 BHK,1800,3,175,9722
Bommasandra,2 BHK,1035,2,41,3961
Dasarahalli,3 BHK,1520,2,75,4934
Whitefield,2 BHK,1360,2,95,6985
other,4 Bedroom,6000,5,400,6666
Kodigehaali,2 BHK,1117,2,56,5013
KR Puram,4 Bedroom,1200,4,120,10000
EPIP Zone,2 BHK,1330,2,92.5,6954
Marathahalli,3 BHK,1937,3,160,8260
Electronic City,2 BHK,1128,2,65.49,5805
Neeladri Nagar,2 BHK,1053,2,45,4273
Panathur,2 BHK,1198,2,77,6427
Marathahalli,2 BHK,1152,2,56,4861
1st Block Jayanagar,6 BHK,1200,6,125,10416
Frazer Town,2 BHK,1625,2,75,4615
Kundalahalli,3 BHK,1397,3,105,7516
Yeshwanthpur,3 BHK,1523,3,170,11162
Kambipura,2 BHK,883,2,45,5096
Kaggalipura,1 BHK,700,1,38,5428
Yelahanka,2 BHK,1170,2,62.5,5341
Kanakpura Road,3 BHK,1200,2,42,3500
other,3 BHK,2400,3,170,7083
other,2 BHK,1480,2,65,4391
Akshaya Nagar,3 BHK,1897,3,120,6325
Rachenahalli,2 BHK,996,2,67,6726
Haralur Road,3 BHK,1875,3,110,5866
other,3 BHK,1500,2,98,6533
other,3 BHK,3095,3,350,11308
Ambalipura,3 BHK,1390,2,175,12589
Yelahanka,3 BHK,1450,3,65.255,4500
Yelahanka,1 BHK,697,1,45,6456
Sarjapur  Road,1 BHK,710,1,27,3802
other,2 BHK,910,2,30.5,3351
Sompura,3 BHK,1025,2,48,4682
Magadi Road,2 BHK,1000,2,46.5,4650
Harlur,4 Bedroom,1200,4,244,20333
Horamavu Agara,3 BHK,1453,2,46.48,3198
Sarjapur  Road,4 BHK,3335,5,300,8995
Thanisandra,2 BHK,971.5,2,36.435,3750
Bellandur,2 BHK,1281,2,74,5776
Cooke Town,1 BHK,565,1,35,6194
Varthur,2 BHK,1024,2,42,4101
Electronic City,3 BHK,1620,3,62,3827
Whitefield,2 BHK,1254,2,40,3189
Banashankari,3 BHK,1300,2,75,5769
Doddakallasandra,2 BHK,1233,2,43,3487
other,1 Bedroom,1200,1,28,2333
Hosur Road,3 BHK,1510,2,105,6953
Kaggalipura,2 BHK,950,2,65,6842
Battarahalli,3 BHK,1945,3,97.42,5008
Uttarahalli,2 BHK,1008,2,45,4464
Thanisandra,3 BHK,1265,2,79,6245
Hebbal,3 BHK,1255,2,77.68,6189
Kanakpura Road,4 BHK,2689,6,220,8181
Yelenahalli,2 BHK,1200,2,46.17,3847
Sarjapur  Road,3 BHK,1403,3,51.63,3679
Kudlu Gate,3 BHK,1535,3,85,5537
other,3 Bedroom,1500,3,100,6666
Chamrajpet,3 BHK,1475,2,120,8135
Uttarahalli,3 BHK,1390,2,60.47,4350
Raja Rajeshwari Nagar,3 BHK,1278,2,53.76,4206
other,2 BHK,1133,2,55,4854
other,5 Bedroom,1560,5,145,9294
other,5 Bedroom,2900,5,90,3103
Kogilu,2 BHK,1170,2,51.99,4443
